"gid","link_id","f_node","t_node","lanes","road_rank","road_type","road_no","road_name","road_use","multi_link","connect","max_spd","rest_veh","rest_w","rest_h","c-its","length","updatedate","remark","hist_type","histremark","geom","min_cost"
51,"3020048500","3020058500","3020066800",2,"107","000",-,한들1로,"0","0","0",40,"0",0,0,"0",460.305341119069,"20230519",,,,"MULTILINESTRING ((210572.16330000013 470720.5329, 210617.90670000017 470841.2030999996, 210699.02180000022 471056.7489, 210704.85039999988 471071.9996000007, 210726.07440000027 471066.16080000065, 210784.4718000004 471043.5734000001))",41.427483
52,"3020456900","3020060700","3020060200",1,"107","003",-,부송로,"0","0","0",50,"0",0,0,"0",14.212849126274,"20230519",,,,"MULTILINESTRING ((210630.05939999968 475831.8869000003, 210615.85919999983 475832.48640000075))",1.0233251
53,"3020145500","3020092600","3020087300",1,"107","000",-,미라9길,"0","0","0",60,"0",0,0,"0",148.577694529587,"20230519",,,,"MULTILINESTRING ((211590.56400000025 467225.31939999945, 211444.4110000003 467252.0519999992))",8.914661
54,"3020226700","3020104400","3020102500",1,"107","000",-,도원1길,"0","0","0",40,"0",0,0,"0",148.764943014669,"20230519",,,,"MULTILINESTRING ((211844.50659999996 469339.6651000008, 211816.39800000004 469193.5798000004))",13.3888445
552,"3010255500","3010055200","3010052700",4,"107","000",-,충무로,"0","0","0",60,"0",0,0,"0",118.780768800253,"20230519",,,,"MULTILINESTRING ((212486.29420000035 466680.8605000004, 212369.62459999975 466686.0228000004, 212367.62820000015 466686.07239999995))",7.1268463
366,"3010354101","3010137701","3010137601",2,"103","003","21",일반국도21호선,"0","0","0",40,"0",0,0,"0",90.254092531758,"20230519",,,,"MULTILINESTRING ((230681.7251000004 464084.40670000017, 230703.5049999999 464056.5087000001, 230737.6188000003 464013.5437000003))",8.122869
55,"3010130300","3010103400","3010102900",1,"107","000",-,도장로,"0","0","0",50,"0",0,0,"0",212.02887067896,"20230519",,,,"MULTILINESTRING ((219327.61670000013 460887.54759999923, 219299.75609999988 460897.1377000008, 219268.15809999965 460906.18920000084, 219221.0242999997 460912.73340000026, 219184.56819999963 460922.66410000063, 219162.59640000015 460931.50090000033, 219133.56149999984 460951.05849999934, 219130.14419999998 460955.5388999991))",15.266079
56,"3020036900","3020007500","3020007400",1,"107","000",-,오송1길,"0","0","0",50,"0",0,0,"0",96.146922982424,"20230519",,,,"MULTILINESTRING ((218060.2751000002 477508.50349999964, 217965.54470000044 477524.9467999991))",6.9225783
57,"3020495600","3020113100","3020112500",2,"105","000","70",천안대로,"0","0","0",60,"0",0,0,"0",265.976339208021,"20230519",,,,"MULTILINESTRING ((212070.40280000027 479272.34830000065, 212065.6902999999 479349.49599999934, 212065.6875 479349.54319999926, 212057.25439999998 479502.6241999995, 212056.94550000038 479537.9473000001))",15.95858
58,"3020326500","3020091500","3020091300",1,"107","000",-,오성2길,"0","0","0",30,"0",0,0,"0",58.820490853411,"20230519",,,,"MULTILINESTRING ((211554.18549999967 470590.2254000008, 211552.68699999992 470531.4240000006))",7.058459
59,"3020032100","3020159600","3020004700",1,"107","000",-,양령2길,"0","0","0",40,"0",0,0,"0",964.379258075568,"20230519",,,,"MULTILINESTRING ((213750.42810000014 484851.1576000005, 213734.7555999998 484852.6864, 213557.0745000001 484901.2731999997, 213355.52660000045 484956.4319000002, 213152.858 485012.52080000006, 212951.29629999958 485067.69439999945, 212819.89749999996 485103.5580000002))",86.794136
60,"3020372200","3020155800","3020156500",1,"107","000",-,두정역동6길,"0","0","0",40,"0",0,0,"0",42.169228527159,"20230519",,,,"MULTILINESTRING ((213429.9051000001 470936.7104000002, 213472.0192999998 470938.86400000006))",3.7952306
61,"3020470700","3020181900","3020182200",1,"105","000","57",위례성로,"0","0","0",60,"0",0,0,"0",731.476677703229,"20230519",,,,"MULTILINESTRING ((223061.1462000003 478023.5899, 223061.68149999995 478023.0669, 223086.11149999965 478001.2730999999, 223099.2072999999 477987.85199999996, 223106.5092000002 477977.6610000003, 223131.85479999986 477942.1001999993, 223141.28039999958 477926.88829999976, 223158.1180999996 477890.8195999991, 223188.28249999974 477833.98039999977, 223197.01449999958 477818.02749999985, 223218.09779999964 477777.7859000005, 223242.22690000013 477734.80399999954, 223264.5641999999 477691.4896000009, 223297.6425999999 477630.2486000005, 223342.9353 477545.9386999998, 223352.99320000038 477528.1405999996, 223361.1771999998 477515.8546999991, 223374.09740000032 477498.88240000047, 223375.63709999993 477497.29059999995, 223384.53679999989 477488.09109999985, 223410.41980000027 477460.16039999947, 223431.32249999978 477442.6411000006, 223449.14639999997 477425.1270000003, 223456.93730000034 477415.8166000005))",43.8886
62,"3020026100","3020001800","3020001700",1,"107","000",-,차돌들길,"0","0","0",40,"0",0,0,"0",143.525511693867,"20230519",,,,"MULTILINESTRING ((211407.37650000025 466480.30790000036, 211461.89219999965 466536.7167000007, 211508.6116000004 466582.02150000073))",12.917296
63,"3020394200","3020079800","3020079900",1,"107","000",-,성성7로,"0","0","0",30,"0",0,0,"0",251.010119580529,"20230519",,,,"MULTILINESTRING ((211235.6805999996 471182.4861999992, 211236.43030000012 471433.4952000007))",30.121214
64,"3020410700","3020070600","3020069200",4,"107","000",-,번영로,"0","0","0",70,"0",0,0,"0",137.982991546155,"20230519",,,,"MULTILINESTRING ((210890.71190000046 471884.6590999998, 210840.92349999957 471755.9717999995))",7.096268
65,"3010258600","3010069400","3010078600",1,"107","000",-,원거리8길,"0","0","0",30,"0",0,0,"0",508.445129137181,"20230519",,,,"MULTILINESTRING ((213691.58330000006 466802.0625, 213965.30069999956 466814.8691000007, 214052.82419999968 466819.9900000002, 214199.40869999956 466827.0645000003))",61.013416
66,"3020507700","3020181200","2310321800",2,"103","000","34",삼사로,"0","0","0",80,"0",0,0,"0",234.190473224682,"20230519",,,,"MULTILINESTRING ((222330.17210000008 479920.3923000004, 222301.4400000004 479936.11659999937, 222279.10510000028 479946.25019999966, 222240.27560000028 479962.2427999992, 222215.83220000006 479970.95040000044, 222145.7843000004 479996.5033, 222113.39010000043 480008.09479999915))",10.538571
67,"3010173600","3010101500","3010101400",2,"107","000",-,충절로,"0","0","0",50,"0",0,0,"0",43.492804359072,"20230519",,,,"MULTILINESTRING ((218228.97900000028 463535.35909999907, 218189.06450000033 463518.0832000002))",3.131482
68,"3010112300","3010118500","3010118600",1,"107","000",-,"5산단4로","0","0","0",40,"0",0,0,"0",45.60566689094,"20230519",,,,"MULTILINESTRING ((223958.1677000001 460088.82279999927, 223959.5069000004 460043.2368000001))",4.10451
69,"3010139200","3010129400","3010128800",1,"103","003","21",남부대로,"0","0","0",50,"0",0,0,"0",104.424478869571,"20230519",,,,"MULTILINESTRING ((227895.96559999976 461751.5254999995, 227791.79069999978 461758.74090000056))",7.5185623
70,"3020027800","3020001900","3020092900",1,"107","000",-,차돌들길,"0","0","0",40,"0",0,0,"0",69.841287757502,"20230519",,,,"MULTILINESTRING ((211538.2720999997 466549.6671999991, 211588.90020000003 466501.5569000002))",6.285716
71,"3020249000","3020142700","3020138600",1,"107","000",-,서부18길,"0","0","0",60,"0",0,0,"0",126.025447397664,"20230519",,,,"MULTILINESTRING ((212789.9330000002 469459.62439999916, 212666.1509999996 469483.29780000076))",7.561527
72,"3020246500","3020123800","3020128800",1,"107","000",-,서부1길,"0","0","0",60,"0",0,0,"0",120.166538149734,"20230519",,,,"MULTILINESTRING ((212279.59200000018 469428.8828999996, 212397.4754999997 469405.5702999998))",7.2099924
73,"3010143600","3010075900","3010075100",2,"107","000",-,미죽5길,"0","0","0",50,"0",0,0,"0",1075.80237843412,"20230519",,,,"MULTILINESTRING ((214114.36110000033 463120.4559000004, 214085.71580000035 462091.4974000007, 214085.02579999994 462045.0572999995))",77.45777
367,"3020466801","3020187500","3020190100",2,"105","000","23",망향로,"0","0","0",70,"0",0,0,"0",309.522896331304,"20231113",,LINK1007,"3020466800","MULTILINESTRING ((218723.76268131103 476961.2956813023, 218792.9243999999 477068.8602000009, 218849.37459999975 477154.28639999963, 218892.66989483667 477220.66415357334))",15.918321
74,"3010271200","3010052900","3010050000",1,"107","000",-,천안여상로,"0","0","0",30,"0",0,0,"0",255.578294618591,"20230519",,,,"MULTILINESTRING ((212384.95139999967 467151.60390000045, 212320.13769999985 467219.70570000075, 212303.95999999996 467234.7054999992, 212297.3186999997 467238.95329999924, 212277.61899999995 467249.22110000066, 212173.8103 467283.76070000045))",30.669395
75,"3010358801","3010139001","3010139201",2,"103","000","1",천안대로,"0","0","0",80,"0",0,0,"0",289.769406971585,"20230519",,,,"MULTILINESTRING ((215261.66509999987 461273.3322999999, 215272.90840000007 461562.88350000046))",13.039623
76,"3020119800","3020094300","3020089200",1,"107","000",-,미라5길,"0","0","0",40,"0",0,0,"0",130.520032525174,"20230519",,,,"MULTILINESTRING ((211651.76800000016 466806.7838000003, 211523.33169999998 466830.01300000027))",11.746803
77,"3010316100","3020098300","3020087200",2,"107","000",-,백석로,"0","0","0",50,"0",0,0,"0",288.8740985498,"20230519",,,,"MULTILINESTRING ((211717.08430000022 468965.1835999992, 211683.33889999986 468980.52979999967, 211499.69379999954 469039.02339999937, 211443.85649999976 469058.2890000008))",20.798935
78,"3010199100","3010108400","3010108200",1,"107","000",-,삼방로,"0","0","0",50,"0",0,0,"0",229.657367126639,"20230519",,,,"MULTILINESTRING ((220893.99679999985 464767.19549999945, 220825.95669999998 464740.1270000003, 220793.05229999963 464723.72389999963, 220785.3958999999 464717.5048999991, 220777.40890000015 464703.5706999991, 220774.6939000003 464694.8729999997, 220771.51999999955 464678.7086999994, 220757.57349999994 464644.4517000001, 220761.44259999972 464613.5250000004))",16.53533
79,"3010312000","3010087000","3010087600",1,"107","000",-,신원3길,"0","0","0",30,"0",0,0,"0",110.948029725076,"20230519",,,,"MULTILINESTRING ((214635.9341000002 468844.28270000033, 214651.67009999976 468790.7039000001, 214663.0371000003 468736.78280000016))",13.313764
80,"3020292800","3020142600","3020137000",2,"107","000",-,오성로,"0","0","0",40,"0",0,0,"0",164.19831111698,"20230519",,,,"MULTILINESTRING ((212779.29590000026 470150.12930000015, 212615.91359999962 470166.47890000045))",14.777848
81,"3020254600","3020151000","3020151300",1,"107","000",-,세관길,"0","0","0",40,"0",0,0,"0",91.432487707486,"20230519",,,,"MULTILINESTRING ((213069.76439999975 469526.8276000004, 213070.5236999998 469540.2570999991, 213086.09839999955 469616.66750000045))",8.228924
82,"3020217200","3020087200","3020085100",1,"107","000",-,백석6길,"0","0","0",30,"0",0,0,"0",212.564878557914,"20230519",,,,"MULTILINESTRING ((211447.77570000011 469052.62769999914, 211445.68890000042 469078.51290000044, 211437.91119999997 469122.9913999997, 211406.82519999985 469260.9754000008))",25.507786
83,"3010001500","3010127500","3010019300",1,"107","000",-,-,"0","0","0",40,"0",0,0,"0",215.473293620182,"20230519",도로명없음,,,"MULTILINESTRING ((227222.8163999999 463266.8350000009, 227134.25119999982 463351.3400999997, 227124.2198999999 463357.53009999916, 227115.4012000002 463360.6303000003, 227105.90380000044 463362.56629999913, 227044.33660000004 463371.64210000075))",19.392597
84,"3010180000","3010049900","3010048400",1,"107","000",-,통정6로,"0","0","0",30,"0",0,0,"0",164.250612469845,"20230519",,,,"MULTILINESTRING ((212160.03839999996 463901.8552000001, 212047.54200000037 463782.17720000073))",19.710073
85,"3020039300","3020140500","3020008900",1,"107","000",-,성월2길,"0","0","0",30,"0",0,0,"0",392.603592831388,"20230519",,,,"MULTILINESTRING ((212722.01779999956 479335.7575000003, 212746.22620000038 479418.7874999996, 212739.12239999976 479454.8679000009, 212730.0519000003 479480.1629000008, 212721.99590000045 479504.8780000005, 212714.2109000003 479516.6886999998, 212705.72449999955 479522.5412000008, 212694.45260000043 479525.64240000024, 212668.70029999968 479530.2503999993, 212649.76049999986 479534.5884000007, 212642.37509999983 479539.17170000076, 212631.89159999974 479550.4526000004, 212613.21329999994 479573.18799999915, 212567.60199999996 479640.3956000004))",47.11243
86,"3020389900","3020158100","3020157300",2,"103","000","1",천안대로,"0","0","0",80,"0",0,0,"0",303.780654233178,"20230519",,,,"MULTILINESTRING ((213576.33839999977 471450.6440999992, 213568.1222000001 471425.5, 213498.5455 471157.04140000045))",13.67013
87,"3020524100","3020024100","3020024000",1,"107","000",-,신방로,"0","0","0",60,"0",0,0,"0",34.706739434506,"20230519",,,,"MULTILINESTRING ((207159.96509999968 481376.19030000083, 207130.64120000042 481394.75549999997))",2.0824044
88,"3010321700","3010077100","3010077300",1,"107","000",-,터미널3길,"0","0","0",30,"0",0,0,"0",106.198469057726,"20230519",,,,"MULTILINESTRING ((214163.93699999992 469154.9081999995, 214164.4353 469261.1054999996))",12.743816
89,"3010315500","3010076200","3010075500",2,"107","000",-,터미널2로,"0","0","0",30,"0",0,0,"0",221.651378516156,"20230519",,,,"MULTILINESTRING ((214122.42580000032 468933.7433000002, 214118.70820000023 469155.3635000009))",26.598166
90,"3010284300","3010051700","3010050800",1,"107","000",-,봉명로,"0","0","0",30,"0",0,0,"0",37.16875119785,"20230519",,,,"MULTILINESTRING ((212273.0262000002 467613.8103, 212235.9807000002 467616.83469999954))",4.4602504
91,"3010117500","3010027800","3010027700",1,"107","000",-,태학산로,"0","0","0",50,"0",0,0,"0",66.5182261012,"20230519",,,,"MULTILINESTRING ((210058.8958999999 460162.55739999935, 210058.2686999999 460165.90210000053, 210056.19359999988 460176.9689000007, 210046.2123999996 460227.8548000008))",4.7893124
748,"3010218500","3010046800","3010044700",3,"103","003","21",남부대로,"0","0","0",50,"0",0,0,"0",89.502876198703,"20230519",,,,"MULTILINESTRING ((211962.8602 465241.8372000009, 211875.13609999977 465259.5923999995))",6.444207
92,"3010343400","3010093500","3010094500",2,"107","000",-,문암로,"0","0","0",60,"0",0,0,"0",142.445783074443,"20230519",,,,"MULTILINESTRING ((215546.22759999987 471080.35199999996, 215561.6880999999 471080.48780000024, 215652.39319999982 471086.0087000001, 215688.48340000026 471087.2553000003))",8.546747
93,"3020200300","3020111900","3020111600",1,"107","000",-,개목6길,"0","0","0",40,"0",0,0,"0",63.083995040824,"20230519",,,,"MULTILINESTRING ((212021.63630000036 468885.76249999925, 212010.91289999988 468823.5965999998))",5.6775594
368,"3020026200","3020001700","3020001800",1,"107","000",-,차돌들길,"0","0","0",40,"0",0,0,"0",143.914757801006,"20230519",,,,"MULTILINESTRING ((211500.25769999996 466590.6361999996, 211453.39859999996 466545.19600000046, 211398.74770000018 466488.6470999997))",12.952328
94,"3010032100","3010057600","3010060000",1,"107","000",-,다가7길,"0","0","0",60,"0",0,0,"0",188.959969341318,"20230519",,,,"MULTILINESTRING ((212732.2089999998 467102.74980000034, 212740.9104000004 467101.1217, 212745.96609999985 467098.33740000054, 212814.57430000044 467026.99950000085, 212866.15950000007 466972.06200000085))",11.337598
95,"3010240600","3010037900","3010037000",1,"107","000",-,서부대로,"0","0","0",60,"0",0,0,"0",63.067054083356,"20230519",,,,"MULTILINESTRING ((211579.3141999999 465903.9009000007, 211516.28440000024 465906.06829999946))",3.7840233
96,"3020538401","3020016300","3020184001",2,"107","000",-,"3공단6로","0","0","0",50,"0",0,0,"0",52.058452848188,"20230519",,,,"MULTILINESTRING ((209366.99679999985 471783.4550999999, 209332.18659999967 471822.16339999996))",3.7482085
97,"3010009800","3010016000","3010095700",1,"107","000",-,안서2길,"0","0","0",60,"0",0,0,"0",72.30327509822,"20230519",,,,"MULTILINESTRING ((215864.1297000004 470201.67620000057, 215862.9439000003 470233.4378999993, 215857.06909999996 470273.5292000007))",4.3381963
98,"3020458500","3020174500","3020174400",1,"107","003",-,성거길,"0","0","0",40,"0",0,0,"0",16.079154211873,"20230519",,,,"MULTILINESTRING ((218408.40670000017 475994.7622999996, 218408.2731999997 475978.68370000087))",1.4471239
99,"3020401200","3020074200","3020070400",1,"107","000",-,성성6로,"0","0","0",40,"0",0,0,"0",198.79620870265,"20230519",,,,"MULTILINESTRING ((211035.95579999965 471284.35979999974, 211034.4353 471324.86930000037, 211033.58239999972 471333.1002999991, 211031.53789999988 471340.84029999934, 211026.9894000003 471346.72030000016, 211019.21530000027 471350.3054000009, 211008.72449999955 471351.40359999985, 210893.3015999999 471353.05110000074))",17.891659
369,"3020064400","3020021400","3020021500",1,"107","000",-,불당30길,"0","0","0",40,"0",0,0,"0",49.021011680719,"20230519",,,,"MULTILINESTRING ((209180.27859999985 467986.9467999991, 209166.94600000046 467939.7737000007))",4.411891
100,"3010059200","3010020800","3010020600",1,"106","000","629",광풍로,"0","0","0",50,"0",0,0,"0",967.034043653917,"20230519",,,,"MULTILINESTRING ((204181.96439999994 451876.31870000064, 204167.23039999977 451788.5812999997, 204150.88949999958 451718.61590000056, 204118.82710000034 451638.00060000084, 204080.78610000014 451558.3495000005, 203760.75540000014 451104.99149999954, 203726.17260000017 451037.0256999992))",69.62645
101,"3010321200","3010077100","3010075500",1,"107","000",-,터미널7길,"0","0","0",30,"0",0,0,"0",45.228702361308,"20230519",,,,"MULTILINESTRING ((214158.50179999974 469161.4979999997, 214113.2740000002 469161.7837000005))",5.4274445
102,"3010027500","3010004900","3010004800",1,"107","000",-,충절로,"0","0","0",60,"0",0,0,"0",23.874584523052,"20230519",,,,"MULTILINESTRING ((214208.0778000001 465999.43370000087, 214205.67069999967 465991.4046, 214204.53170000017 465975.95409999974))",1.4324751
103,"3020113200","3020031600","3020032000",2,"107","002",-,고속철대로,"0","0","0",70,"0",0,0,"0",619.060311283799,"20230519",,,,"MULTILINESTRING ((209447.3309000004 466745.85899999924, 209430.37399999984 466824.0911999997, 209420.3711000001 466871.34500000067, 209417.34829999972 466892.58960000053, 209415.7912999997 466912.2402999997, 209413.7801000001 466943.7423999999, 209413.5756000001 466966.18740000017, 209413.19079999998 466988.37030000053, 209416.5373999998 467043.11510000005, 209418.14919999987 467067.1118999999, 209425.12339999992 467098.7013000008, 209440.36089999974 467152.00019999966, 209465.9269000003 467247.8018999994, 209491.5867999997 467352.1994000003))",31.837387
104,"3020244200","3020082100","3020081600",1,"107","000",-,백석6길,"0","0","0",30,"0",0,0,"0",36.710346106767,"20230519",,,,"MULTILINESTRING ((211314.91449999996 469393.66559999995, 211307.68340000045 469398.15780000016, 211282.84339999966 469411.5022))",4.4052415
105,"3020259200","3020134200","3020135000",1,"107","000",-,서부3길,"0","0","0",60,"0",0,0,"0",59.719396233439,"20230519",,,,"MULTILINESTRING ((212565.60250000004 469603.7570999991, 212574.95320000034 469662.7399000004))",3.5831637
106,"3020175900","3020131100","3020131000",1,"107","000",-,양지9길,"0","0","0",40,"0",0,0,"0",82.64758044094,"20230519",,,,"MULTILINESTRING ((212458.29150000028 468161.5592, 212454.80480000004 468078.9852000009))",7.438282
107,"3020241700","3020079500","3020080400",1,"107","000",-,백석5길,"0","0","0",30,"0",0,0,"0",36.293517720401,"20230519",,,,"MULTILINESTRING ((211213.80209999997 469371.97809999995, 211244.09090000018 469351.98289999925))",4.355222
108,"3020260800","3020051000","3020053100",1,"107","000",-,한들1로,"0","0","0",30,"0",0,0,"0",279.004340484448,"20230519",,,,"MULTILINESTRING ((210338.64130000025 469618.1425000001, 210365.23000000045 469727.07359999977, 210408.96050000004 469888.11700000055))",33.480522
109,"3020105300","3020100100","3020107400",4,"107","000",-,충무로,"0","0","0",50,"0",0,0,"0",181.730427483242,"20230519",,,,"MULTILINESTRING ((211759.0089999996 466592.52710000053, 211933.49120000005 466643.33960000053))",13.084591
110,"3010140500","3010024300","2881951600",1,"103","000","43",세종평택로,"0","0","1",40,"5",0,0,"0",238.62684197803,"20230519",,,,"MULTILINESTRING ((208833.26070000045 461796.8487, 208818.23319999967 461808.3962999992, 208761.6211000001 461841.25650000013, 208752.59119999968 461846.4843000006, 208744.56044325832 461851.1336634062))",21.476416
111,"3020200700","3020106800","3020111600",1,"107","000",-,개목10길,"0","0","0",40,"0",0,0,"0",102.448331312455,"20230519",,,,"MULTILINESTRING ((211914.83949999977 468835.49340000004, 212015.37660000008 468815.7969000004))",9.22035
112,"3010192500","3010054200","3010053900",1,"107","000",-,풍세로,"0","0","0",50,"0",0,0,"0",32.749335815733,"20230519",,,,"MULTILINESTRING ((212430.87519999966 464225.06760000065, 212429.8130999999 464218.7404999994, 212425.4765999997 464192.76630000025))",2.357952
113,"3010258200","3010064700","3010063800",1,"107","000",-,영성로,"0","0","0",30,"0",0,0,"0",512.519609618378,"20230519",,,,"MULTILINESTRING ((213468.12270000018 466777.9536000006, 213457.43630000018 466861.3948999997, 213423.3367999997 467129.90220000036, 213413.0290000001 467218.9020000007, 213404.72449999955 467286.5321999993))",61.502354
114,"3010326400","3010075300","3010075400",2,"107","000",-,터미널2로,"0","0","0",30,"0",0,0,"0",114.470812277387,"20230519",,,,"MULTILINESTRING ((214105.7083999999 469375.7466000002, 214106.70199999958 469261.28009999916))",13.736498
115,"3020240200","3020035600","3020036100",2,"107","000",-,불당26로,"0","0","0",50,"0",0,0,"0",47.498018310934,"20230519",,,,"MULTILINESTRING ((209669.86280000024 469353.5763000008, 209680.89940000046 469399.7742999997))",3.4198573
116,"3020241400","3020078300","3020078700",1,"107","000",-,백석3로,"0","0","0",30,"0",0,0,"0",39.716246281095,"20230519",,,,"MULTILINESTRING ((211167.09779999964 469361.8864999991, 211190.4819 469393.98890000023))",4.7659497
117,"3020383100","3020105000","3020098900",1,"107","000",-,두정고8길,"0","0","0",40,"0",0,0,"0",138.558406024979,"20230519",,,,"MULTILINESTRING ((211863.54669999983 471038.81680000015, 211786.74980000034 471040.7915000003, 211725.03079999983 471042.24540000036))",12.470257
118,"3010222300","3010039700","3010039900",1,"107","000",-,새말1길,"0","0","0",30,"0",0,0,"0",216.823332897191,"20230519",,,,"MULTILINESTRING ((211703.78409999982 465310.77339999937, 211711.36400000006 465527.46419999935))",26.0188
119,"3010136500","2881951700","3010024900",2,"103","000","43",세종평택로,"0","0","0",90,"5",0,0,"0",356.960389934168,"20230519",,,,"MULTILINESTRING ((208739.98550000042 461823.96920000017, 208760.20969999954 461811.0700000003, 208814.72449999955 461768.2999000009, 208842.2193 461744.5862000007, 208877.38439999986 461710.7309000008, 208919.5837000003 461665.58999999985, 208952.9890999999 461623.12790000066, 208989.7474999996 461572.28470000066))",14.278416
120,"3010240800","3010038000","3010037900",1,"107","000",-,일봉로,"0","0","0",30,"0",0,0,"0",213.262358910106,"20230519",,,,"MULTILINESTRING ((211575.12129999977 466110.66860000044, 211573.69660000037 465897.4110000003))",25.591482
121,"3010197500","3010055900","3010053500",1,"107","000",-,풍세로,"0","0","0",60,"0",0,0,"0",236.933732277083,"20230519",,,,"MULTILINESTRING ((212541.59279999975 464726.8588999994, 212524.39879999962 464699.53839999996, 212519.62980000023 464693.02109999955, 212490.14470000006 464646.95380000025, 212469.52269999962 464613.76439999975, 212422.01260000002 464537.3005999997, 212415.1490000002 464526.5131000001))",14.216024
