"gid","link_id","f_node","t_node","lanes","road_rank","road_type","road_no","road_name","road_use","multi_link","connect","max_spd","rest_veh","rest_w","rest_h","c-its","length","updatedate","remark","hist_type","histremark","geom","min_cost"
5610,"3020090500","3020053800","3020046700",1,"107","000",-,-,"0","0","0",40,"0",0,0,"0",204.42850262589,"20230519",도로명없음,,,"MULTILINESTRING ((210421.84279999975 466033.96839999966, 210218.83270000014 466058.0081999991))",18.398565
5611,"3020212700","3020125000","3020130000",1,"107","000",-,서부10길,"0","0","0",40,"0",0,0,"0",120.970169348827,"20230519",,,,"MULTILINESTRING ((212318.42619999964 469007.15389999934, 212436.83719999995 468982.40279999934))",10.887315
5612,"3010301700","3010045800","3010046400",1,"107","000",-,개목6길,"0","0","0",40,"0",0,0,"0",59.823384275363,"20230519",,,,"MULTILINESTRING ((211934.62820000015 468380.2086999994, 211945.63609999977 468439.0106000006))",5.3841047
5613,"3020136900","3020068000","3020067900",1,"107","000",-,쌍용3길,"0","0","0",40,"0",0,0,"0",68.12281547136,"20230519",,,,"MULTILINESTRING ((210825.7341 467096.2895999998, 210823.59109999985 467164.3786999993))",6.1310534
5614,"3020251000","3020058700","3020059800",2,"107","000",-,한들2로,"0","0","0",50,"0",0,0,"0",218.033579889697,"20230519",,,,"MULTILINESTRING ((210579.54930000007 469486.66139999963, 210618.38630000036 469701.2082000002))",15.698418
5615,"3020141400","3020037700","3020037400",1,"107","000",-,불당9길,"0","0","0",50,"0",0,0,"0",31.613751912603,"20230519",,,,"MULTILINESTRING ((209769.96229999978 467162.81680000015, 209739.10680000018 467169.6992000006))",2.27619
5616,"3010300100","3010039000","3010038700",1,"107","000",-,봉서3길,"0","0","0",40,"0",0,0,"0",49.177552477414,"20230519",,,,"MULTILINESTRING ((211654.1810999997 468374.0254999995, 211644.3644000003 468325.83770000003))",4.4259796
5617,"3010175900","3010117700","3010119200",1,"107","000",-,충절로,"0","0","0",60,"0",0,0,"0",220.966885512812,"20230519",,,,"MULTILINESTRING ((223842.49120000005 463560.2888999991, 223860.57849999983 463560.39389999956, 224063.41089999955 463564.75510000065))",13.258013
5618,"3010091700","3010114300","3010114500",1,"107","003",-,봉양1길,"0","0","0",50,"0",0,0,"0",24.079120156961,"20230519",,,,"MULTILINESTRING ((223326.25050000008 458738.2069000006, 223346.2823999999 458751.56829999946))",1.7336967
5619,"3020506700","3020102800","3020105800",1,"107","000",-,성환2로,"0","0","0",30,"0",0,0,"0",108.436992031732,"20230519",,,,"MULTILINESTRING ((211831.6138000004 479817.8278999999, 211891.0365000004 479900.47919999994, 211894.0410000002 479906.4024))",13.012439
5620,"3020209100","3020134300","3020129600",1,"107","000",-,서부8길,"0","0","0",40,"0",0,0,"0",131.436424082214,"20230519",,,,"MULTILINESTRING ((212561.58779999986 468956.784, 212430.1816999996 468953.96079999954))",11.829278
5621,"3010132100","3010094200","3010095200",1,"107","000",-,도장로,"0","0","0",50,"0",0,0,"0",101.804784001151,"20230519",,,,"MULTILINESTRING ((215663.3208999997 461046.4288999997, 215763.72620000038 461063.2511999998))",7.3299446
5622,"3010120700","3010112800","3010113400",2,"107","000",-,"5산단1로","0","0","0",50,"0",0,0,"0",485.102045034723,"20230519",,,,"MULTILINESTRING ((222541.38659999985 460625.58809999935, 222562.33000000007 460602.88990000077, 222573.05229999963 460588.1877999995, 222585.60190000013 460568.82909999974, 222591.34059999976 460559.02270000055, 222602.0906999996 460535.17149999924, 222671.36340000015 460384.1938000005, 222677.6782999998 460372.6981000006, 222687.70069999993 460357.85459999926, 222702.1425999999 460339.1171000004, 222718.86479999963 460319.6875, 222732.04609999992 460307.56079999916, 222750.31620000023 460292.84640000015, 222774.78729999997 460275.46529999934, 222822.21100000013 460242.75290000066))",34.92735
5623,"3010140600","3010126800","3010126500",2,"103","000","21",남부대로,"0","0","0",50,"0",0,0,"0",129.837810160575,"20230519",,,,"MULTILINESTRING ((227025.87909999955 461833.8566999994, 226943.92210000008 461858.86659999937, 226927.83349999972 461863.62490000017, 226911.14850000013 461868.7511, 226901.6612999998 461871.64079999924))",9.348322
5624,"3010247200","3010067600","3010065500",1,"107","000",-,풍세로,"0","0","0",30,"0",0,0,"0",265.439727565297,"20230519",,,,"MULTILINESTRING ((213631.62480000034 466545.8127999995, 213608.0672000004 466487.5138000008, 213582.18589999992 466430.98670000024, 213570.71050000004 466407.21990000084, 213561.27309999987 466392.77830000035, 213544.25820000004 466372.7759000007, 213501.4782999996 466334.97699999996, 213495.51070000045 466327.3103, 213494.5345999999 466323.7576000001))",31.852768
5625,"3010169300","3010132900","3010133100",1,"107","000",-,충절로,"0","0","0",50,"0",0,0,"0",359.264129247803,"20230519",,,,"MULTILINESTRING ((229494.37550000008 463399.82359999977, 229519.87409999967 463394.3088000007, 229539.5407999996 463389.70419999957, 229561.25260000024 463386.1620000005, 229584.7555999998 463378.68769999966, 229635.39829999954 463369.56629999913, 229649.23680000007 463367.0303000007, 229663.2681 463365.27639999986, 229680.72049999982 463365.2982000001, 229698.4611999998 463366.57129999995, 229715.36230000015 463369.62409999967, 229730.5981999999 463374.56430000067, 229745.99129999988 463381.8230000008, 229766.36849999987 463391.3950999994, 229831.12060000002 463436.1020999998))",25.867018
5651,"3020438500","3020152300","3020150800",2,"107","000",-,천안대로,"0","0","0",40,"0",0,0,"0",137.646153981374,"20230519",,,,"MULTILINESTRING ((213180.95849999972 474820.0287999995, 213052.6076999996 474770.3041999992))",12.388154
5654,"3020409200","3020120300","3020120500",1,"107","000",-,성성11길,"0","0","0",40,"0",0,0,"0",156.031650676557,"20230519",,,,"MULTILINESTRING ((212237.8644000003 471489.98709999956, 212239.3685999997 471646.0114999991))",14.042849
5626,"3010188900","3010095600","3010091700",4,"101","000","1",경부고속도로,"0","0","0",100,"5",0,0,"0",1709.49355709362,"20230519",,,,"MULTILINESTRING ((215854.7307000002 464059.45680000074, 215797.72919999994 464221.03339999914, 215742.14329999965 464378.5589000005, 215741.73599999957 464387.6787999999, 215738.43910000008 464397.9586999994, 215720.67289999966 464453.30900000036, 215715.14829999954 464470.5968999993, 215695.37930000015 464532.08520000055, 215691.2773000002 464544.8848000001, 215671.8311999999 464605.43740000017, 215666.46949999966 464622.1638999991, 215646.28039999958 464685.0214000009, 215641.2553000003 464702.31379999965, 215624.36699999962 464760.3604000006, 215623.01549999975 464767.1620000005, 215619.94940000027 464782.56790000014, 215617.2779000001 464795.8521999996, 215613.51960000023 464817.6587000005, 215608.49540000036 464846.73509999923, 215600.47979999986 464893.24990000017, 215597.6858000001 464909.4712000005, 215586.5747999996 464973.7985999994, 215583.51290000044 464991.6425000001, 215581.5504999999 465003.0934999995, 215569.1793999998 465056.4980999995, 215564.51169999968 465075.3551000003, 215552.7745000003 465113.14470000006, 215541.57760000043 465143.84329999983, 215533.99990000017 465163.10789999925, 215504.0036000004 465231.4584999997, 215495.9841 465248.37439999916, 215467.31369999982 465308.8866000008, 215460.38350000046 465323.50879999995, 215425.5137 465406.6972000003, 215356.38949999958 465560.84050000086, 215336.58829999994 465604.2444000002, 215306.4456000002 465672.04759999923))",61.541767
5627,"3010101800","3010036600","3010041200",1,"103","000","43",세종평택로,"0","0","1",40,"0",0,0,"0",298.682435216098,"20230519",,,,"MULTILINESTRING ((211497.10539999977 459426.1565000005, 211594.87409999967 459368.66789999977, 211653.36209999956 459332.2547999993, 211727.78330000024 459281.24899999984, 211749.71829999983 459267.02150000073))",26.881418
5628,"3010031200","3010005800","3010063800",1,"107","000",-,영성동2길,"0","0","0",60,"0",0,0,"0",114.833099917406,"20230519",,,,"MULTILINESTRING ((213512.66029999964 467305.39470000006, 213445.79949999973 467296.9726, 213398.63520000037 467291.8289999999))",6.889986
5629,"3020109900","3020061900","3020063000",1,"107","000",-,나사렛대길,"0","0","0",30,"0",0,0,"0",60.144498076734,"20230519",,,,"MULTILINESTRING ((210667.60790000018 466708.7977000009, 210673.6512000002 466710.00400000066, 210696.42960000038 466725.90520000085, 210701.49980000034 466751.6124000009))",7.21734
5630,"3010206700","3010063400","3010065900",3,"103","000","21",남부대로,"0","0","0",50,"0",0,0,"0",194.402484076423,"20230519",,,,"MULTILINESTRING ((213351.81209999975 464847.1341999993, 213543.86950000003 464817.02969999984))",13.996979
5631,"3020130700","3020033800","3020033700",1,"107","000",-,불당2길,"0","0","0",50,"0",0,0,"0",30.118421506892,"20230519",,,,"MULTILINESTRING ((209560.0599999996 467026.4724000003, 209555.8032999998 467056.2884999998))",2.1685264
5632,"3020141000","3020097900","3020097500",1,"107","000",-,미라3길,"0","0","0",40,"0",0,0,"0",52.559087049439,"20230519",,,,"MULTILINESTRING ((211704.44400000013 467199.56530000083, 211696.81390000042 467147.56299999915))",4.730318
5633,"3020264200","3020091400","3020089600",1,"107","000",-,늘푸른1길,"0","0","0",30,"0",0,0,"0",68.609287608514,"20230519",,,,"MULTILINESTRING ((211564.19269999955 469651.8934000004, 211543.16199999955 469703.1190000009, 211540.2686999999 469716.03350000083))",8.233114
5634,"3010180800","3010035400","3010035200",1,"107","000",-,통정9로,"0","0","0",30,"0",0,0,"0",258.524872780741,"20230519",,,,"MULTILINESTRING ((211402.25820000004 463978.8247999996, 211363.3992999997 463939.4112, 211301.09219999984 463873.6956999991, 211345.84460000042 463830.66559999995, 211383.75260000024 463797.24719999917))",31.022985
5635,"3010344700","3010119000","3010118900",1,"105","003","57",위례성로,"0","0","0",60,"0",0,0,"0",16.875863248113,"20230519",,,,"MULTILINESTRING ((224042.09590000007 471216.2293999996, 224040.0354000004 471199.4798000008))",1.0125518
5636,"3020004100","3020002800","3020002700",1,"107","000",-,-,"0","0","0",40,"0",0,0,"0",51.135851419357,"20230519",도로명없음,,,"MULTILINESTRING ((210435.0630999999 465378.7782000005, 210437.30119999964 465373.2329999991, 210440.55179999955 465365.1791999992, 210451.22279999964 465361.4035, 210461.4645999996 465358.99149999954, 210474.55590000004 465365.52190000005))",4.6022267
5637,"3010349000","3010115800","3010114000",1,"107","000",-,삼방로,"0","0","0",30,"0",0,0,"0",631.311575144673,"20230519",,,,"MULTILINESTRING ((223689.6266999999 473029.0460000001, 223680.3680999996 473035.9455999993, 223657.38210000005 473037.5184000004, 223641.68200000003 473037.2274999991, 223621.07359999977 473036.8236999996, 223606.1978000002 473036.2355000004, 223565.28139999975 473042.01469999924, 223514.63650000002 473057.2298000008, 223436.8613 473076.87450000085, 223379.85879999958 473091.29030000046, 223347.4327999996 473099.2281999998, 223291.34389999975 473116.64189999923, 223257.97890000045 473127.3663999997, 223242.52390000038 473131.5033999998, 223232.9057 473132.13230000064, 223215.53969999962 473131.8571000006, 223188.61760000046 473127.09970000014, 223160.04949999973 473118.05120000057, 223138.60109999962 473113.2941999994, 223122.88219999988 473111.49730000086, 223113.8805999998 473110.4364, 223084.23340000026 473107.30260000005, 223076.1216000002 473106.3697999995))",75.757385
5638,"3020001800","3020022700","3020023900",1,"107","000",-,-,"0","0","0",40,"0",0,0,"0",521.927781634224,"20230519",도로명없음,,,"MULTILINESTRING ((210611.8565999996 467628.6765999999, 210667.9341000002 467628.7468999997, 210678.18589999992 467629.8223000001, 210687.39300000016 467634.1983000003, 210696.6398 467640.7868000008, 210700.83270000014 467647.7589999996, 210706.93340000045 467661.96990000084, 210709.20739999972 467687.78920000046, 210714.65249999985 467731.5728999991, 210717.83939999994 467742.1897999998, 210719.84410000034 467748.86849999987, 210730.4082000004 467766.4353, 210747.75270000007 467788.9623000007, 210786.87600000016 467827.05509999953, 210848.53610000014 467918.39350000024, 210852.40710000042 467924.8308000006, 210877.56740000006 468022.69480000064))",46.9735
5639,"3020001900","3020023900","3020022600",1,"107","000",-,-,"0","0","0",40,"0",0,0,"0",935.807218486959,"20230519",도로명없음,,,"MULTILINESTRING ((210877.56740000006 468022.69480000064, 210889.2039999999 468067.9569000006, 210893.4134999998 468081.10229999945, 210899.76150000002 468092.54030000046, 210937.00820000004 468155.4223999996, 210938.47620000038 468164.00840000063, 210936.733 468174.04839999974, 210927.34480000008 468180.25799999945, 210870.3002000004 468177.2888999991, 210850.28949999996 468173.3585999999, 210824.03139999975 468161.96020000055, 210775.77890000027 468140.48790000007, 210763.88939999975 468133.5675000008, 210717.60280000046 468094.15440000035, 210657.24509999994 468032.8376000002, 210652.80879999977 468028.22839999944, 210646.9759999998 468022.4107000008, 210615.23979999963 467980.01290000044, 210611.6387 467973.02520000003, 210583.82770000026 467915.66029999964, 210580.85900000017 467909.8997000009, 210554.26049999986 467879.50170000084, 210547.0114000002 467867.44779999927, 210531.25260000024 467824.3538000006, 210515.69450000022 467781.8092, 210511.03699999955 467769.21189999953, 210509.7845999999 467760.8350000009, 210506.5850999998 467634.7050999999))",84.22265
5640,"3020039400","3020008900","3020140500",1,"107","000",-,성월2길,"0","0","0",30,"0",0,0,"0",381.869686361821,"20230519",,,,"MULTILINESTRING ((212557.6727 479633.6568999998, 212603.59250000026 479565.99489999935, 212622.85199999996 479542.5519999992, 212634.6802000003 479529.8241000008, 212645.13200000022 479523.33779999986, 212666.30260000005 479518.4888000004, 212691.79860000033 479513.9266999997, 212700.5833999999 479511.5098000001, 212705.47640000004 479508.1353999991, 212711.08750000037 479499.62289999984, 212718.6969999997 479476.2774, 212727.52249999996 479451.66559999995, 212733.8872999996 479419.3387000002, 212710.49739999976 479339.1163999997))",45.824364
5641,"3020068600","3020022900","3020023000",1,"107","000",-,불당13길,"0","0","0",50,"0",0,0,"0",87.438041642901,"20230519",,,,"MULTILINESTRING ((210281.07419999968 467439.14320000075, 210241.01449999958 467361.42170000076))",6.295539
5642,"3020467700","3020118200","3020125700",2,"107","000",-,천안대로,"0","0","0",60,"0",0,0,"0",210.954176340833,"20230519",,,,"MULTILINESTRING ((212173.68699999992 477241.4936999995, 212174.24430000037 477240.32609999925, 212174.57940000016 477239.7026000004, 212174.98419999983 477239.12040000036, 212175.45289999992 477238.5939000007, 212192.00299999956 477222.0474999994, 212192.01690000016 477222.03360000066, 212205.45669999998 477208.9989, 212253.1069 477158.1774000004, 212321.02639999986 477090.7184999995))",12.65725
5643,"3020443800","3020093700","3020071400",1,"107","000",-,부송로,"0","0","0",50,"0",0,0,"0",891.897277683351,"20230519",,,,"MULTILINESTRING ((211631.02890000027 475328.6401000004, 211617.42150000017 475334.5706999991, 211594.55640000012 475341.57100000046, 211575.1623999998 475344.7918999996, 211513.63650000002 475345.52910000086, 211499.97149999999 475346.8308000006, 211491.18670000043 475350.95639999956, 211482.42190000042 475357.7245000005, 211463.94049999956 475383.9310999997, 211428.31579999998 475441.72509999946, 211422.8234000001 475446.3308000006, 211416.1054999996 475457.8015999999, 211413.38719999976 475462.2112000007, 211404.5706000002 475469.36370000057, 211382.40519999992 475477.7868000008, 211358.01669999957 475485.8192999996, 211320.31209999975 475500.3934000004, 211217.22310000006 475544.8958999999, 211071.53870000038 475607.62099999934, 211068.30480000004 475609.96660000086, 211063.75 475615.3263000008, 211034.2302000001 475640.0854000002, 211029.56769999955 475643.9788000006, 211025.46729999967 475648.97440000065, 211015.45930000022 475663.37739999965, 211011.23959999997 475670.77419999987, 211007.2982999999 475678.49230000004, 211003.87530000042 475684.1099999994, 210996.9391999999 475692.78810000047, 210991.06329999957 475700.0795000009, 210979.3543999996 475712.7320000008, 210972.88159999996 475721.5787000004, 210960.85059999954 475747.6852000002, 210958.14639999997 475750.7215999998, 210954.52309999987 475755.10539999977, 210947.5268000001 475768.1713999994, 210944.36820000038 475775.7531000003, 210942.1512000002 475782.6838000007, 210935.40270000044 475786.46460000053, 210926.0708999997 475780.33070000075))",64.216606
5644,"3010283800","3010051700","3010052600",1,"107","000",-,봉명로,"0","0","0",40,"0",0,0,"0",92.463459005092,"20230519",,,,"MULTILINESTRING ((212272.28450000007 467600.7433000002, 212364.4413999999 467593.22020000033))",8.321712
5645,"3010284200","3010050800","3010051700",1,"107","000",-,봉명로,"0","0","0",30,"0",0,0,"0",37.16875119785,"20230519",,,,"MULTILINESTRING ((212235.23900000006 467603.76769999973, 212272.28450000007 467600.7433000002))",4.4602504
5646,"3010003100","3010078800","3010003100",1,"107","000",-,청수6로,"0","0","0",30,"0",0,0,"0",46.134968858752,"20230519",,,,"MULTILINESTRING ((214198.7807 465055.5321999993, 214173.24260000046 465041.7072999999, 214164.67210000008 465040.11400000006, 214156.29449999984 465040.10009999946))",5.536196
5647,"3020544401","3020152300","3020185301",2,"103","000","1",천안대로,"0","0","0",60,"0",0,0,"0",221.30099492171,"20230519",,,,"MULTILINESTRING ((213188.36980000045 474814.0214000009, 213140.90670000017 475030.1727000009))",13.27806
5648,"3010233000","3010086100","3010086700",1,"107","000",-,-,"0","0","0",50,"0",0,0,"0",75.534052401432,"20230519",도로명없음,,,"MULTILINESTRING ((214567.08889999986 465663.5530999992, 214631.57969999965 465702.8764999993))",5.438452
5649,"3020185800","3020038200","3020039300",2,"107","000",-,시청앞길,"0","0","0",60,"0",0,0,"0",41.810564392777,"20230519",,,,"MULTILINESTRING ((209791.2407999998 468485.48139999993, 209831.87339999992 468475.62670000084))",2.5086339
5650,"3010180500","3010035200","3010036200",1,"107","000",-,통정3로,"0","0","0",30,"0",0,0,"0",134.292750184583,"20230519",,,,"MULTILINESTRING ((211390.35869999975 463797.4779000003, 211483.34350000042 463894.37150000036))",16.11513
